case_number,source,prompt,evaluation_seed,coco_id
4415,coco-30k,two cats sitting side by side eating out of a dish,84691,301014
4416,coco-30k,A woman in her underwear riding on top of a paddle boat.,90419,195750
4417,coco-30k,"A room with a toilet, a door and shoes in it. ",35483,98895
4418,coco-30k,A spiral of bananas sitting inside of a large bowl.,21450,165818
4419,coco-30k,Police motorcycles parked while police is gather together. ,31404,356263
4420,coco-30k,a man using a cross walk to cross a street,46517,575904
4421,coco-30k,A city with people on a fountain and in a grass field.,21824,151141
4422,coco-30k,a small toilet in a bathroom with tile walls,31519,359140
4423,coco-30k,A bathroom with a white toilet next to a shower.,48052,128392
4424,coco-30k,An airplane on a runway getting some work done.,33925,399416
4425,coco-30k,A small white bird standing on top of a pond of water.,39314,96514
4426,coco-30k,A man riding a motorcycle next to a red stop sign.,68117,561433
4427,coco-30k,A colorful clock tower sitting int he middle of a parking lot.,12011,324492
4428,coco-30k,A white toilet sitting next to a bathroom sink.,55798,390583
4429,coco-30k,A man who looks like two face with a creepy smirk on his face.,52945,564404
4430,coco-30k,A lot of wooden shelves filled with lots of clutter.,75730,69750
4431,coco-30k,A purple motorcycle parked in front of a red brick building.,60564,549399
4432,coco-30k,Ostriches and giraffes out in the grass ,98954,505733
4433,coco-30k,A partially eaten slice of cake with a spoon on a plate.,91838,381382
4434,coco-30k,A large living room has many items thrown around it.,1224,389168
4435,coco-30k,Several cars parked along the side of a street next to a street sign.,31107,227511
4436,coco-30k,A man riding a motorcycle with a helmet on. ,37413,365444
4437,coco-30k,A man standing on a purple bed playing an electric guitar,40184,297353
4438,coco-30k,A man sitting on a motor bike smiling with a friend close to him,12316,475389
4439,coco-30k,A cat sitting on the back of a Paso 750.,19535,272241
4440,coco-30k,AN OLD SCHOOL BIKE SITTING IN FRONT OF A CAFE ,63590,347982
4441,coco-30k,A pan full of food on top of a stove.,44014,490286
4442,coco-30k,A picture of someone's desk that has a lot of stuff on it.,20706,267175
4443,coco-30k,A woman holding a piece of chocolate cake at a table.,80300,527060
4444,coco-30k,A toilet and urinal side by side in a bathroom.,91320,189424
4445,coco-30k,Four people wait to cross the street at an intersection.,81350,183709
4446,coco-30k,A runway has many old-fashioned planes and helicopters. ,84075,569016
4447,coco-30k,A white bath tub sitting next to a bathroom sink.,19354,166532
4448,coco-30k,A merry go round with lots of colorful giraffe and other animals.,22194,82138
4449,coco-30k,A giraffe is looking at the camera with a smirk on it's face.,79218,572784
4450,coco-30k,A woman talking on a cell phone while holding luggage.,30122,222118
4451,coco-30k,a plane flying high above the earth ,60147,327857
4452,coco-30k,a bunch of kids walking through some grass,34929,276018
4453,coco-30k,A bathroom vanity sink with a large mirror and hairdryer on the wall.,55506,178028
4454,coco-30k,a large air plane is parked out on a grass field,55715,437370
4455,coco-30k,"A bathroom with blue walls, black and white checkered floor, toilet, urinal and bathtub.",46277,268831
4456,coco-30k,Adult woman taking self portrait using camera looking at mirror.,11916,325907
4457,coco-30k,A woman sitting on top of a bench while reading a book.,18734,150508
4458,coco-30k,A wooden table surrounded by two chairs near a kitchen counter.,74569,282711
4459,coco-30k,The tables at the restaurant are very crowded with people. ,92691,127050
4460,coco-30k,The mens bathroom has a urinal and a stall. ,79977,347150
4461,coco-30k,A red bicycle with a basket on front next to a train.,36123,161141
4462,coco-30k,A plane on a runway in an airport,56733,364145
4463,coco-30k,Cupcakes with white frosting and different colored star frosting decoration on each.,7863,251344
4464,coco-30k,"There is a tub, a sink, and a shower inside a bathroom.",40782,580027
4465,coco-30k,There is a motorcycle parked against a wall.,63120,150487
4466,coco-30k,"A pile of oranges, apples and pears next to each other.",64954,213935
4467,coco-30k,A man and a woman on a motorcycle in helmets.,82886,490582
4468,coco-30k,Giraffes in their wood and grass zoo enclosure,47026,22969
4469,coco-30k,A man on a motorbike with a side car.,67926,350874
4470,coco-30k,The back side of an airplane sitting on a runway. ,27102,445643
4471,coco-30k,A table and some chairs in a room.,19059,335539
4472,coco-30k,"A tiled bathroom containing a vanity sink, toilet and bathtub.",55526,110559
4473,coco-30k,A giraffe looking over the corral fence in his zoo habitat. ,88299,354202
4474,coco-30k,A red motorcycle is on the sidewalk in front of a business with ads on the windows.,4964,510340
4475,coco-30k,A person on a motor bike on a road.,29553,205300
4476,coco-30k,The kitchen has some of the best antique fixtures.,47923,338146
4477,coco-30k,"A store room holds sinks, bathtubs and toilets",57568,485628
4478,coco-30k,Cat on floor by toilet looking up to cat laying in sink,7958,489344
4479,coco-30k,A man is sitting on his motorcycle and ready to go. ,60140,361964
4480,coco-30k,A man preparing food in a restaurant kitchen.,4583,294350
4481,coco-30k,A wooden desk with a laptop computer and a desktop computer that are both open.,72198,322577
4482,coco-30k,A chair and table with two monitor screens,81693,321885
4483,coco-30k,A woman in a room with a cat.,37217,574769
4484,coco-30k,A couple of boats and car on a street.,25665,147576
4485,coco-30k,there is an air plane that is in the sky ,41546,536444
4486,coco-30k,A car stopped by three cows crossing a road.,20552,99908
4487,coco-30k,A motor bike on a road with people seated on the roadside,87289,33815
4488,coco-30k,A kitchen with granite counter tops and a large oven.,89548,93604
4489,coco-30k,there's and airplane in the sky flying over some trees,52936,487222
4490,coco-30k,A motorcycle sits on a sidewalk near a building,15106,327314
4491,coco-30k,People are at a stop light on a snowy street.,40446,490638
4492,coco-30k,A white toilet and towel in a room.,15286,69494
4493,coco-30k,A military air craft flies in the sky with landing gear down. ,45724,56736
4494,coco-30k,a big kitchen with an island and track lighting ,89414,234470
4495,coco-30k,a red motor bike is parked in the gravel ,32541,487059
4496,coco-30k,A chair and a couch in a room.,50999,534733
4497,coco-30k,The motorcycles are parked on the side of the building.,96768,488385
4498,coco-30k,Cute multi colored kitten sitting in woman's lap,87925,215353
4499,coco-30k,A person standing next to a couple of motor bikes.,87310,326368
4500,coco-30k,A person on a motor bike travels around a sharp corner.,29117,7816
4501,coco-30k,A person with a cell phone and a umbrella.,28854,192154
4502,coco-30k,Two pieces of fruit sitting on a plate beside a stack of books.,29507,286524
4503,coco-30k,Two unattended motorcycles parked somewhere near a red car.,27180,30942
4504,coco-30k,A table and some chairs in a room.,99664,512576
4505,coco-30k,A woman with a tie and a bag on the street.,11383,187791
4506,coco-30k,A airplane that is sitting on a runway.,31161,20784
4507,coco-30k,A kitchen with a center island next to a refrigerator freezer.,14251,217989
4508,coco-30k,A parked motor bike on the side of a the street.,83585,432309
4509,coco-30k,A guy on a motorcycle on a road.,88374,265069
4510,coco-30k,A plane flies high in the middle of a dark sky.,5527,272736
4511,coco-30k,A large group of motorcycles that are parked in a lot.,46188,65001
4512,coco-30k,A laptop and some computers on a desk.,14392,270096
4513,coco-30k,a bath room with two toilets and a sink,2748,332532
4514,coco-30k,A small white boat in the open water.,42338,403255
4515,coco-30k,Cat in a closet with baggage and misc.,86635,182903
4516,coco-30k,A laptop in a bright yellow coffee house.,73610,229659
4517,coco-30k,A jetliner wing flying over the top of a parking.,65874,52412
4518,coco-30k,A white sink in a corner underneath a small mirror and light.,42362,192047
4519,coco-30k,a car is stopped in the street for people to cross,77456,128939
4520,coco-30k,A group of people sitting on motor bikes on a street.,96301,196046
4521,coco-30k,a kitchen with a sink a shelf and a chair,5389,48910
4522,coco-30k,A group of people with a cell phone the side of a building.,60902,7256
4523,coco-30k,Two sun shaped mirrors are above bowl shaped sinks.,98039,57671
4524,coco-30k,She just finished chopping vegetables with the knife.,2332,535506
4525,coco-30k,a bath room with a toilet a stool and handle bars,32017,58816
4526,coco-30k,A motor bike parked behind a van in the grass.,64905,436559
4527,coco-30k,A person sitting on a wooden bench outside.,98961,147958
4528,coco-30k,A yellow ten speed bike parked on a bridge.,2056,323564
4529,coco-30k,a person on a motor bike driving in race ,50145,435519
4530,coco-30k,Cars parked at side of road in front of a building at dusk or night.,36792,45434
4531,coco-30k,A man handing another man something inside of a room.,89341,292156
4532,coco-30k,A cop riding on the back of a motorcycle next to another cop car.,66464,246435
4533,coco-30k,A painting of a table with fruit on top of it.,50561,184791
4534,coco-30k,A large airplane flying through a blue sky.,13801,412019
4535,coco-30k,A man sitting at a table in front of a plate of food.,41617,214720
4536,coco-30k,A white toilet sitting in a bathroom next to a tiled wall.,33462,557258
4537,coco-30k,An airplane sitting on top of a field next to a crowd of people.,82055,530915
4538,coco-30k,A painting of green apples next to a bunch of bananas.,34487,267182
4539,coco-30k,A group of bikers riding motorcycles across a bridge.,87300,143556
4540,coco-30k,A couple of yellow buses driving down a city street.,43296,413339
4541,coco-30k,A bath tub sitting next to a sink in a bathroom.,8140,129001
4542,coco-30k,A blue and yellow bus parked in front of a man with a  bike.,56865,535588
4543,coco-30k,A glazed donut hanging from a metal rod.,87012,383445
4544,coco-30k,A white toilet sitting under a window on an airplane.,52373,456732
4545,coco-30k,A kitchen with wooden floors surrounded by windows.,73110,332480
4546,coco-30k,A blue bike parked next to a tree in a planter.,51403,297374
4547,coco-30k,A table topped with oranges and a bowl of salad.,72862,172686
4548,coco-30k,A man wearing a straw hat and playing the guitar.,8496,528098
4549,coco-30k,A man riding on the back of an ATV.,84812,577640
4550,coco-30k,A couple of sheep sitting on top of a lush green grass covered hill.,95120,34662
4551,coco-30k,A giraffe standing next to a palm tree on a field.,12665,524373
4552,coco-30k,A woman holding shears in one hand a tile in the other.,9400,369913
4553,coco-30k,Some people riding some motorcycles through a rock tunnel.,76627,356623
4554,coco-30k,a modern bathroom with blue walls and a clear shower,51181,538589
4555,coco-30k,A very nice looking train by a plat form.,56709,427001
4556,coco-30k,A small white plane sitting on top of an airport runway.,82505,278512
4557,coco-30k,A white sink sitting next to a toilet near a tub.,13586,550597
4558,coco-30k,A very cute cat laying in a very small sink.,63958,579008
4559,coco-30k,Man sitting on toilet top holding hat and cigarette,51467,85247
4560,coco-30k,A couple of airplanes that are sitting on a runway.,53117,126659
4561,coco-30k,Motorcycle parked next to SUV in car garage,29544,234239
4562,coco-30k,A picture of people watching TV in the living room adjusted to imply motion.,82760,501294
4563,coco-30k,A bike leaning against an unmade and dirty bed.,23664,2139
4564,coco-30k,one airplane on a landing strip next to a green field,8781,463781
4565,coco-30k,A couple of people that are holding an umbrellas.,78002,162362
4566,coco-30k,A kitchen with two shiny counter tops next to a  wall mounted oven..,61498,514018
4567,coco-30k,Large wall with an antique finish window and an old clock above it.,65589,176034
