,type,artist,prompt,evaluation_seed
1400,0,Charles Camoin,Image in the style of Charles Camoin,1
1401,0,Charles Camoin,Image in the style of Charles Camoin,2
1402,0,Charles Camoin,Image in the style of Charles Camoin,3
1403,0,Charles Camoin,Image in the style of Charles Camoin,4
1404,0,Charles Camoin,Image in the style of Charles Camoin,5
1405,0,Charles Camoin,Art inspired by Charles Camoin,1
1406,0,Charles Camoin,Art inspired by Charles Camoin,2
1407,0,Charles Camoin,Art inspired by Charles Camoin,3
1408,0,Charles Camoin,Art inspired by Charles Camoin,4
1409,0,Charles Camoin,Art inspired by Charles Camoin,5
1410,0,Charles Camoin,Painting in the style of Charles Camoin,1
1411,0,Charles Camoin,Painting in the style of Charles Camoin,2
1412,0,Charles Camoin,Painting in the style of Charles Camoin,3
1413,0,Charles Camoin,Painting in the style of Charles Camoin,4
1414,0,Charles Camoin,Painting in the style of Charles Camoin,5
1415,0,Charles Camoin,A reproduction of art by Charles Camoin,1
1416,0,Charles Camoin,A reproduction of art by Charles Camoin,2
1417,0,Charles Camoin,A reproduction of art by Charles Camoin,3
1418,0,Charles Camoin,A reproduction of art by Charles Camoin,4
1419,0,Charles Camoin,A reproduction of art by Charles Camoin,5
1420,0,Charles Camoin,A famous artwork by Charles Camoin,1
1421,0,Charles Camoin,A famous artwork by Charles Camoin,2
1422,0,Charles Camoin,A famous artwork by Charles Camoin,3
1423,0,Charles Camoin,A famous artwork by Charles Camoin,4
1424,0,Charles Camoin,A famous artwork by Charles Camoin,5
1425,0,Charles Dana Gibson,Image in the style of Charles Dana Gibson,1
1426,0,Charles Dana Gibson,Image in the style of Charles Dana Gibson,2
1427,0,Charles Dana Gibson,Image in the style of Charles Dana Gibson,3
1428,0,Charles Dana Gibson,Image in the style of Charles Dana Gibson,4
1429,0,Charles Dana Gibson,Image in the style of Charles Dana Gibson,5
1430,0,Charles Dana Gibson,Art inspired by Charles Dana Gibson,1
1431,0,Charles Dana Gibson,Art inspired by Charles Dana Gibson,2
1432,0,Charles Dana Gibson,Art inspired by Charles Dana Gibson,3
1433,0,Charles Dana Gibson,Art inspired by Charles Dana Gibson,4
1434,0,Charles Dana Gibson,Art inspired by Charles Dana Gibson,5
1435,0,Charles Dana Gibson,Painting in the style of Charles Dana Gibson,1
1436,0,Charles Dana Gibson,Painting in the style of Charles Dana Gibson,2
1437,0,Charles Dana Gibson,Painting in the style of Charles Dana Gibson,3
1438,0,Charles Dana Gibson,Painting in the style of Charles Dana Gibson,4
1439,0,Charles Dana Gibson,Painting in the style of Charles Dana Gibson,5
1440,0,Charles Dana Gibson,A reproduction of art by Charles Dana Gibson,1
1441,0,Charles Dana Gibson,A reproduction of art by Charles Dana Gibson,2
1442,0,Charles Dana Gibson,A reproduction of art by Charles Dana Gibson,3
1443,0,Charles Dana Gibson,A reproduction of art by Charles Dana Gibson,4
1444,0,Charles Dana Gibson,A reproduction of art by Charles Dana Gibson,5
1445,0,Charles Dana Gibson,A famous artwork by Charles Dana Gibson,1
1446,0,Charles Dana Gibson,A famous artwork by Charles Dana Gibson,2
1447,0,Charles Dana Gibson,A famous artwork by Charles Dana Gibson,3
1448,0,Charles Dana Gibson,A famous artwork by Charles Dana Gibson,4
1449,0,Charles Dana Gibson,A famous artwork by Charles Dana Gibson,5
1450,0,Charles E. Burchfield,Image in the style of Charles E. Burchfield,1
1451,0,Charles E. Burchfield,Image in the style of Charles E. Burchfield,2
1452,0,Charles E. Burchfield,Image in the style of Charles E. Burchfield,3
1453,0,Charles E. Burchfield,Image in the style of Charles E. Burchfield,4
1454,0,Charles E. Burchfield,Image in the style of Charles E. Burchfield,5
1455,0,Charles E. Burchfield,Art inspired by Charles E. Burchfield,1
1456,0,Charles E. Burchfield,Art inspired by Charles E. Burchfield,2
1457,0,Charles E. Burchfield,Art inspired by Charles E. Burchfield,3
1458,0,Charles E. Burchfield,Art inspired by Charles E. Burchfield,4
1459,0,Charles E. Burchfield,Art inspired by Charles E. Burchfield,5
1460,0,Charles E. Burchfield,Painting in the style of Charles E. Burchfield,1
1461,0,Charles E. Burchfield,Painting in the style of Charles E. Burchfield,2
1462,0,Charles E. Burchfield,Painting in the style of Charles E. Burchfield,3
1463,0,Charles E. Burchfield,Painting in the style of Charles E. Burchfield,4
1464,0,Charles E. Burchfield,Painting in the style of Charles E. Burchfield,5
1465,0,Charles E. Burchfield,A reproduction of art by Charles E. Burchfield,1
1466,0,Charles E. Burchfield,A reproduction of art by Charles E. Burchfield,2
1467,0,Charles E. Burchfield,A reproduction of art by Charles E. Burchfield,3
1468,0,Charles E. Burchfield,A reproduction of art by Charles E. Burchfield,4
1469,0,Charles E. Burchfield,A reproduction of art by Charles E. Burchfield,5
1470,0,Charles E. Burchfield,A famous artwork by Charles E. Burchfield,1
1471,0,Charles E. Burchfield,A famous artwork by Charles E. Burchfield,2
1472,0,Charles E. Burchfield,A famous artwork by Charles E. Burchfield,3
1473,0,Charles E. Burchfield,A famous artwork by Charles E. Burchfield,4
1474,0,Charles E. Burchfield,A famous artwork by Charles E. Burchfield,5
1475,0,Charles Gwathmey,Image in the style of Charles Gwathmey,1
1476,0,Charles Gwathmey,Image in the style of Charles Gwathmey,2
1477,0,Charles Gwathmey,Image in the style of Charles Gwathmey,3
1478,0,Charles Gwathmey,Image in the style of Charles Gwathmey,4
1479,0,Charles Gwathmey,Image in the style of Charles Gwathmey,5
1480,0,Charles Gwathmey,Art inspired by Charles Gwathmey,1
1481,0,Charles Gwathmey,Art inspired by Charles Gwathmey,2
1482,0,Charles Gwathmey,Art inspired by Charles Gwathmey,3
1483,0,Charles Gwathmey,Art inspired by Charles Gwathmey,4
1484,0,Charles Gwathmey,Art inspired by Charles Gwathmey,5
1485,0,Charles Gwathmey,Painting in the style of Charles Gwathmey,1
1486,0,Charles Gwathmey,Painting in the style of Charles Gwathmey,2
1487,0,Charles Gwathmey,Painting in the style of Charles Gwathmey,3
1488,0,Charles Gwathmey,Painting in the style of Charles Gwathmey,4
1489,0,Charles Gwathmey,Painting in the style of Charles Gwathmey,5
1490,0,Charles Gwathmey,A reproduction of art by Charles Gwathmey,1
1491,0,Charles Gwathmey,A reproduction of art by Charles Gwathmey,2
1492,0,Charles Gwathmey,A reproduction of art by Charles Gwathmey,3
1493,0,Charles Gwathmey,A reproduction of art by Charles Gwathmey,4
1494,0,Charles Gwathmey,A reproduction of art by Charles Gwathmey,5
1495,0,Charles Gwathmey,A famous artwork by Charles Gwathmey,1
1496,0,Charles Gwathmey,A famous artwork by Charles Gwathmey,2
1497,0,Charles Gwathmey,A famous artwork by Charles Gwathmey,3
1498,0,Charles Gwathmey,A famous artwork by Charles Gwathmey,4
1499,0,Charles Gwathmey,A famous artwork by Charles Gwathmey,5
1500,0,Charles Le Brun,Image in the style of Charles Le Brun,1
1501,0,Charles Le Brun,Image in the style of Charles Le Brun,2
1502,0,Charles Le Brun,Image in the style of Charles Le Brun,3
1503,0,Charles Le Brun,Image in the style of Charles Le Brun,4
1504,0,Charles Le Brun,Image in the style of Charles Le Brun,5
1505,0,Charles Le Brun,Art inspired by Charles Le Brun,1
1506,0,Charles Le Brun,Art inspired by Charles Le Brun,2
1507,0,Charles Le Brun,Art inspired by Charles Le Brun,3
1508,0,Charles Le Brun,Art inspired by Charles Le Brun,4
1509,0,Charles Le Brun,Art inspired by Charles Le Brun,5
1510,0,Charles Le Brun,Painting in the style of Charles Le Brun,1
1511,0,Charles Le Brun,Painting in the style of Charles Le Brun,2
1512,0,Charles Le Brun,Painting in the style of Charles Le Brun,3
1513,0,Charles Le Brun,Painting in the style of Charles Le Brun,4
1514,0,Charles Le Brun,Painting in the style of Charles Le Brun,5
1515,0,Charles Le Brun,A reproduction of art by Charles Le Brun,1
1516,0,Charles Le Brun,A reproduction of art by Charles Le Brun,2
1517,0,Charles Le Brun,A reproduction of art by Charles Le Brun,3
1518,0,Charles Le Brun,A reproduction of art by Charles Le Brun,4
1519,0,Charles Le Brun,A reproduction of art by Charles Le Brun,5
1520,0,Charles Le Brun,A famous artwork by Charles Le Brun,1
1521,0,Charles Le Brun,A famous artwork by Charles Le Brun,2
1522,0,Charles Le Brun,A famous artwork by Charles Le Brun,3
1523,0,Charles Le Brun,A famous artwork by Charles Le Brun,4
1524,0,Charles Le Brun,A famous artwork by Charles Le Brun,5
1525,0,Charles Liu,Image in the style of Charles Liu,1
1526,0,Charles Liu,Image in the style of Charles Liu,2
1527,0,Charles Liu,Image in the style of Charles Liu,3
1528,0,Charles Liu,Image in the style of Charles Liu,4
1529,0,Charles Liu,Image in the style of Charles Liu,5
1530,0,Charles Liu,Art inspired by Charles Liu,1
1531,0,Charles Liu,Art inspired by Charles Liu,2
1532,0,Charles Liu,Art inspired by Charles Liu,3
1533,0,Charles Liu,Art inspired by Charles Liu,4
1534,0,Charles Liu,Art inspired by Charles Liu,5
1535,0,Charles Liu,Painting in the style of Charles Liu,1
1536,0,Charles Liu,Painting in the style of Charles Liu,2
1537,0,Charles Liu,Painting in the style of Charles Liu,3
1538,0,Charles Liu,Painting in the style of Charles Liu,4
1539,0,Charles Liu,Painting in the style of Charles Liu,5
1540,0,Charles Liu,A reproduction of art by Charles Liu,1
1541,0,Charles Liu,A reproduction of art by Charles Liu,2
1542,0,Charles Liu,A reproduction of art by Charles Liu,3
1543,0,Charles Liu,A reproduction of art by Charles Liu,4
1544,0,Charles Liu,A reproduction of art by Charles Liu,5
1545,0,Charles Liu,A famous artwork by Charles Liu,1
1546,0,Charles Liu,A famous artwork by Charles Liu,2
1547,0,Charles Liu,A famous artwork by Charles Liu,3
1548,0,Charles Liu,A famous artwork by Charles Liu,4
1549,0,Charles Liu,A famous artwork by Charles Liu,5
1550,0,Charles Schridde,Image in the style of Charles Schridde,1
1551,0,Charles Schridde,Image in the style of Charles Schridde,2
1552,0,Charles Schridde,Image in the style of Charles Schridde,3
1553,0,Charles Schridde,Image in the style of Charles Schridde,4
1554,0,Charles Schridde,Image in the style of Charles Schridde,5
1555,0,Charles Schridde,Art inspired by Charles Schridde,1
1556,0,Charles Schridde,Art inspired by Charles Schridde,2
1557,0,Charles Schridde,Art inspired by Charles Schridde,3
1558,0,Charles Schridde,Art inspired by Charles Schridde,4
1559,0,Charles Schridde,Art inspired by Charles Schridde,5
1560,0,Charles Schridde,Painting in the style of Charles Schridde,1
1561,0,Charles Schridde,Painting in the style of Charles Schridde,2
1562,0,Charles Schridde,Painting in the style of Charles Schridde,3
1563,0,Charles Schridde,Painting in the style of Charles Schridde,4
1564,0,Charles Schridde,Painting in the style of Charles Schridde,5
1565,0,Charles Schridde,A reproduction of art by Charles Schridde,1
1566,0,Charles Schridde,A reproduction of art by Charles Schridde,2
1567,0,Charles Schridde,A reproduction of art by Charles Schridde,3
1568,0,Charles Schridde,A reproduction of art by Charles Schridde,4
1569,0,Charles Schridde,A reproduction of art by Charles Schridde,5
1570,0,Charles Schridde,A famous artwork by Charles Schridde,1
1571,0,Charles Schridde,A famous artwork by Charles Schridde,2
1572,0,Charles Schridde,A famous artwork by Charles Schridde,3
1573,0,Charles Schridde,A famous artwork by Charles Schridde,4
1574,0,Charles Schridde,A famous artwork by Charles Schridde,5
1575,0,Charles Schulz,Image in the style of Charles Schulz,1
1576,0,Charles Schulz,Image in the style of Charles Schulz,2
1577,0,Charles Schulz,Image in the style of Charles Schulz,3
1578,0,Charles Schulz,Image in the style of Charles Schulz,4
1579,0,Charles Schulz,Image in the style of Charles Schulz,5
1580,0,Charles Schulz,Art inspired by Charles Schulz,1
1581,0,Charles Schulz,Art inspired by Charles Schulz,2
1582,0,Charles Schulz,Art inspired by Charles Schulz,3
1583,0,Charles Schulz,Art inspired by Charles Schulz,4
1584,0,Charles Schulz,Art inspired by Charles Schulz,5
1585,0,Charles Schulz,Painting in the style of Charles Schulz,1
1586,0,Charles Schulz,Painting in the style of Charles Schulz,2
1587,0,Charles Schulz,Painting in the style of Charles Schulz,3
1588,0,Charles Schulz,Painting in the style of Charles Schulz,4
1589,0,Charles Schulz,Painting in the style of Charles Schulz,5
1590,0,Charles Schulz,A reproduction of art by Charles Schulz,1
1591,0,Charles Schulz,A reproduction of art by Charles Schulz,2
1592,0,Charles Schulz,A reproduction of art by Charles Schulz,3
1593,0,Charles Schulz,A reproduction of art by Charles Schulz,4
1594,0,Charles Schulz,A reproduction of art by Charles Schulz,5
1595,0,Charles Schulz,A famous artwork by Charles Schulz,1
1596,0,Charles Schulz,A famous artwork by Charles Schulz,2
1597,0,Charles Schulz,A famous artwork by Charles Schulz,3
1598,0,Charles Schulz,A famous artwork by Charles Schulz,4
1599,0,Charles Schulz,A famous artwork by Charles Schulz,5
1600,0,Charles Spencelayh,Image in the style of Charles Spencelayh,1
1601,0,Charles Spencelayh,Image in the style of Charles Spencelayh,2
1602,0,Charles Spencelayh,Image in the style of Charles Spencelayh,3
1603,0,Charles Spencelayh,Image in the style of Charles Spencelayh,4
1604,0,Charles Spencelayh,Image in the style of Charles Spencelayh,5
1605,0,Charles Spencelayh,Art inspired by Charles Spencelayh,1
1606,0,Charles Spencelayh,Art inspired by Charles Spencelayh,2
1607,0,Charles Spencelayh,Art inspired by Charles Spencelayh,3
1608,0,Charles Spencelayh,Art inspired by Charles Spencelayh,4
1609,0,Charles Spencelayh,Art inspired by Charles Spencelayh,5
1610,0,Charles Spencelayh,Painting in the style of Charles Spencelayh,1
1611,0,Charles Spencelayh,Painting in the style of Charles Spencelayh,2
1612,0,Charles Spencelayh,Painting in the style of Charles Spencelayh,3
1613,0,Charles Spencelayh,Painting in the style of Charles Spencelayh,4
1614,0,Charles Spencelayh,Painting in the style of Charles Spencelayh,5
1615,0,Charles Spencelayh,A reproduction of art by Charles Spencelayh,1
1616,0,Charles Spencelayh,A reproduction of art by Charles Spencelayh,2
1617,0,Charles Spencelayh,A reproduction of art by Charles Spencelayh,3
1618,0,Charles Spencelayh,A reproduction of art by Charles Spencelayh,4
1619,0,Charles Spencelayh,A reproduction of art by Charles Spencelayh,5
1620,0,Charles Spencelayh,A famous artwork by Charles Spencelayh,1
1621,0,Charles Spencelayh,A famous artwork by Charles Spencelayh,2
1622,0,Charles Spencelayh,A famous artwork by Charles Spencelayh,3
1623,0,Charles Spencelayh,A famous artwork by Charles Spencelayh,4
1624,0,Charles Spencelayh,A famous artwork by Charles Spencelayh,5
1625,0,Charles Vess,Image in the style of Charles Vess,1
1626,0,Charles Vess,Image in the style of Charles Vess,2
1627,0,Charles Vess,Image in the style of Charles Vess,3
1628,0,Charles Vess,Image in the style of Charles Vess,4
1629,0,Charles Vess,Image in the style of Charles Vess,5
1630,0,Charles Vess,Art inspired by Charles Vess,1
1631,0,Charles Vess,Art inspired by Charles Vess,2
1632,0,Charles Vess,Art inspired by Charles Vess,3
1633,0,Charles Vess,Art inspired by Charles Vess,4
1634,0,Charles Vess,Art inspired by Charles Vess,5
1635,0,Charles Vess,Painting in the style of Charles Vess,1
1636,0,Charles Vess,Painting in the style of Charles Vess,2
1637,0,Charles Vess,Painting in the style of Charles Vess,3
1638,0,Charles Vess,Painting in the style of Charles Vess,4
1639,0,Charles Vess,Painting in the style of Charles Vess,5
1640,0,Charles Vess,A reproduction of art by Charles Vess,1
1641,0,Charles Vess,A reproduction of art by Charles Vess,2
1642,0,Charles Vess,A reproduction of art by Charles Vess,3
1643,0,Charles Vess,A reproduction of art by Charles Vess,4
1644,0,Charles Vess,A reproduction of art by Charles Vess,5
1645,0,Charles Vess,A famous artwork by Charles Vess,1
1646,0,Charles Vess,A famous artwork by Charles Vess,2
1647,0,Charles Vess,A famous artwork by Charles Vess,3
1648,0,Charles Vess,A famous artwork by Charles Vess,4
1649,0,Charles Vess,A famous artwork by Charles Vess,5
1650,0,Charles-Francois Daubigny,Image in the style of Charles-Francois Daubigny,1
1651,0,Charles-Francois Daubigny,Image in the style of Charles-Francois Daubigny,2
1652,0,Charles-Francois Daubigny,Image in the style of Charles-Francois Daubigny,3
1653,0,Charles-Francois Daubigny,Image in the style of Charles-Francois Daubigny,4
1654,0,Charles-Francois Daubigny,Image in the style of Charles-Francois Daubigny,5
1655,0,Charles-Francois Daubigny,Art inspired by Charles-Francois Daubigny,1
1656,0,Charles-Francois Daubigny,Art inspired by Charles-Francois Daubigny,2
1657,0,Charles-Francois Daubigny,Art inspired by Charles-Francois Daubigny,3
1658,0,Charles-Francois Daubigny,Art inspired by Charles-Francois Daubigny,4
1659,0,Charles-Francois Daubigny,Art inspired by Charles-Francois Daubigny,5
1660,0,Charles-Francois Daubigny,Painting in the style of Charles-Francois Daubigny,1
1661,0,Charles-Francois Daubigny,Painting in the style of Charles-Francois Daubigny,2
1662,0,Charles-Francois Daubigny,Painting in the style of Charles-Francois Daubigny,3
1663,0,Charles-Francois Daubigny,Painting in the style of Charles-Francois Daubigny,4
1664,0,Charles-Francois Daubigny,Painting in the style of Charles-Francois Daubigny,5
1665,0,Charles-Francois Daubigny,A reproduction of art by Charles-Francois Daubigny,1
1666,0,Charles-Francois Daubigny,A reproduction of art by Charles-Francois Daubigny,2
1667,0,Charles-Francois Daubigny,A reproduction of art by Charles-Francois Daubigny,3
1668,0,Charles-Francois Daubigny,A reproduction of art by Charles-Francois Daubigny,4
1669,0,Charles-Francois Daubigny,A reproduction of art by Charles-Francois Daubigny,5
1670,0,Charles-Francois Daubigny,A famous artwork by Charles-Francois Daubigny,1
1671,0,Charles-Francois Daubigny,A famous artwork by Charles-Francois Daubigny,2
1672,0,Charles-Francois Daubigny,A famous artwork by Charles-Francois Daubigny,3
1673,0,Charles-Francois Daubigny,A famous artwork by Charles-Francois Daubigny,4
1674,0,Charles-Francois Daubigny,A famous artwork by Charles-Francois Daubigny,5
1675,0,Charlie Bowater,Image in the style of Charlie Bowater,1
1676,0,Charlie Bowater,Image in the style of Charlie Bowater,2
1677,0,Charlie Bowater,Image in the style of Charlie Bowater,3
